Gender,Academic_Performance,Favorite_Subjects,Weak_Subjects,Skills,Interests,Personality_Type,Preferred_Career_Type,Hands_On_Learning,Long_Term_Education_Plan,Financial_Affordability,Scholarship_Eligibility,Technical_Aptitude,Analytical_Reasoning,Creativity_Level,Parent_Guidance,Peer_Influence,Distance_To_College,Availability_Of_Courses,Recommended_Path,Suitable_Careers,Suggested_Courses,Skills_To_Develop,Challenges_To_Overcome
Female,60.4,"History, Biology",Mathematics,"Problem Solving, Teamwork","Sports, Writing",Introvert,Skill-Based,True,True,High,True,6.7,1.8,7.2,Neutral,Neutral,42,False,Diploma,"Artist, Designer","Bachelor of Arts, Diploma in Fine Arts","Coding, Networking",Time Management
Female,91.0,"Mathematics, Geography",History,"Public Speaking, Critical Thinking","Sports, Music",Introvert,Skill-Based,True,False,Medium,False,5.1,9.5,7.2,Vocational,Diploma,39,False,Diploma,"Artist, Historian","Diploma in Fine Arts, Bachelor of Arts","Networking, Time Management",Parental Pressure
Female,62.8,"Physics, Mathematics",Chemistry,"Critical Thinking, Leadership","Technology, Business",Introvert,Academic,False,False,Low,False,4.2,8.3,9.7,Vocational,PUC,31,False,Diploma,"Data Analyst, Scientist","Bachelor of Science, MBBS","Technical Skills, Creativity",Parental Pressure
Female,61.4,"Physics, Chemistry",Economics,"Coding, Creativity","Writing, Reading",Extrovert,Skill-Based,False,False,Low,False,4.4,3.3,7.5,Vocational,Diploma,36,False,Diploma,"Artist, Designer","Bachelor of Arts, Diploma in Fine Arts","Creativity, Coding",Financial Constraint
Male,93.5,"Mathematics, History",Physics,"Problem Solving, Coding","Art, Music",Ambivert,Academic,False,False,Medium,True,3.4,3.8,2.3,Academic,PUC,19,False,Diploma,"Scientist, Data Analyst","Bachelor of Science, Diploma in Engineering","Communication, Coding",Parental Pressure
Female,89.7,"Economics, Mathematics",English,"Public Speaking, Critical Thinking","Business, Technology",Extrovert,Academic,True,True,Medium,True,5.8,4.4,5.5,Vocational,PUC,38,False,PUC,"Designer, Writer","Bachelor of Arts, Diploma in Fine Arts","Technical Skills, Time Management",Parental Pressure
Female,68.7,"Mathematics, Economics",History,"Coding, Problem Solving","Technology, Art",Ambivert,Academic,False,False,Medium,True,4.5,1.6,8.2,Academic,PUC,24,True,Diploma,"Designer, Writer","Diploma in Fine Arts, Literature Studies","Technical Skills, Time Management",Lack of Focus
Male,83.7,"Mathematics, Physics",Geography,"Teamwork, Leadership","Music, Writing",Ambivert,Neutral,False,True,High,False,7.9,5.0,9.7,Academic,Neutral,12,False,Diploma,"Artist, Writer","Diploma in Fine Arts, Literature Studies","Creativity, Coding",Lack of Focus
Female,90.4,"History, English",Mathematics,"Leadership, Public Speaking","Reading, Business",Introvert,Skill-Based,True,False,Low,False,6.3,2.2,9.7,Academic,PUC,10,False,Diploma,"Data Analyst, Scientist","MBBS, Diploma in Engineering","Networking, Time Management",Parental Pressure
Female,76.8,"History, Mathematics",Economics,"Critical Thinking, Teamwork","Technology, Music",Extrovert,Neutral,False,False,Medium,False,5.9,9.4,7.9,Neutral,Neutral,33,True,Diploma,"Accountant, Business Analyst","Bachelor of Commerce, CA Foundation","Creativity, Technical Skills",Financial Constraint
Male,67.1,"History, Mathematics",Geography,"Critical Thinking, Leadership","Writing, Reading",Ambivert,Skill-Based,False,False,Medium,True,5.7,1.5,6.3,Neutral,Neutral,40,True,Diploma,"Designer, Writer","Literature Studies, Bachelor of Arts","Time Management, Coding",Time Management
Female,86.4,"English, Geography",Economics,"Public Speaking, Creativity","Business, Writing",Extrovert,Academic,False,False,Low,True,1.6,3.0,4.2,Academic,Diploma,2,True,Diploma,"Doctor, Data Analyst","Diploma in Engineering, Bachelor of Science","Time Management, Communication",Time Management
Female,71.0,"Physics, Mathematics",English,"Coding, Leadership","Technology, Writing",Extrovert,Skill-Based,False,True,Low,True,8.9,1.1,6.8,Vocational,PUC,23,True,Diploma,"Writer, Designer","Bachelor of Arts, Literature Studies","Coding, Creativity",Lack of Focus
Female,68.3,"Chemistry, Physics",Economics,"Creativity, Teamwork","Writing, Art",Ambivert,Skill-Based,False,True,High,True,9.0,1.2,1.4,Academic,Neutral,33,False,Diploma,"Historian, Writer","Diploma in Fine Arts, Literature Studies","Time Management, Coding",Financial Constraint
Female,86.2,"Economics, History",Mathematics,"Coding, Creativity","Business, Art",Introvert,Skill-Based,True,False,Medium,True,2.6,8.7,8.3,Vocational,PUC,14,False,Diploma,"Economist, Accountant","CA Foundation, Bachelor of Commerce","Networking, Time Management",Time Management
Male,72.5,"Chemistry, Mathematics",English,"Teamwork, Leadership","Music, Technology",Introvert,Skill-Based,False,False,High,True,5.7,4.0,1.7,Neutral,Diploma,33,True,Diploma,"Historian, Artist","Diploma in Fine Arts, Literature Studies","Networking, Time Management",Parental Pressure
Male,87.8,"Chemistry, Geography",History,"Public Speaking, Leadership","Reading, Art",Ambivert,Academic,False,True,High,False,4.2,1.9,2.3,Neutral,Neutral,33,True,PUC,"Historian, Writer","Bachelor of Arts, Literature Studies","Coding, Creativity",Lack of Focus
Male,83.4,"Economics, Biology",Physics,"Critical Thinking, Coding","Art, Writing",Introvert,Academic,False,False,Medium,False,2.9,8.8,5.1,Academic,Neutral,2,False,Diploma,"Artist, Writer","Literature Studies, Bachelor of Arts","Time Management, Communication",Financial Constraint
Male,77.0,"Mathematics, Chemistry",Economics,"Coding, Problem Solving","Music, Art",Extrovert,Academic,True,False,High,False,7.6,5.8,4.9,Vocational,PUC,34,False,Diploma,"Engineer, Scientist","MBBS, Bachelor of Science","Coding, Technical Skills",Lack of Focus
Male,69.0,"Economics, English",Geography,"Critical Thinking, Problem Solving","Reading, Writing",Introvert,Neutral,True,False,High,False,4.7,9.2,5.4,Vocational,Neutral,22,True,Diploma,"Scientist, Data Analyst","MBBS, Diploma in Engineering","Coding, Time Management",Time Management
Male,84.0,"Biology, History",Geography,"Leadership, Coding","Business, Sports",Ambivert,Academic,False,True,Medium,False,9.4,1.3,6.3,Neutral,Neutral,2,False,PUC,"Accountant, Marketing Professional","Diploma in Finance, CA Foundation","Communication, Coding",Financial Constraint
Male,81.3,"English, Physics",History,"Problem Solving, Critical Thinking","Technology, Sports",Ambivert,Skill-Based,True,True,Medium,False,1.3,3.6,3.8,Vocational,Neutral,2,False,Diploma,"Accountant, Business Analyst","Diploma in Finance, CA Foundation","Coding, Time Management",Financial Constraint
Female,88.8,"English, Geography",Chemistry,"Creativity, Public Speaking","Business, Art",Ambivert,Skill-Based,False,False,Low,False,3.4,8.8,9.0,Neutral,Diploma,31,True,Diploma,"Historian, Artist","Literature Studies, Bachelor of Arts","Networking, Time Management",Lack of Focus
Female,66.8,"Mathematics, History",English,"Leadership, Public Speaking","Reading, Writing",Extrovert,Skill-Based,False,False,Low,True,6.2,6.8,8.0,Academic,PUC,23,False,Diploma,"Business Analyst, Marketing Professional","Bachelor of Commerce, CA Foundation","Technical Skills, Communication",Parental Pressure
Male,66.3,"English, Geography",Biology,"Public Speaking, Problem Solving","Art, Music",Introvert,Academic,True,True,Medium,False,4.9,6.8,8.6,Neutral,Diploma,27,False,PUC,"Scientist, Engineer","Bachelor of Science, Diploma in Engineering","Coding, Networking",Financial Constraint
Male,90.3,"History, English",Physics,"Creativity, Public Speaking","Sports, Art",Ambivert,Academic,True,True,High,True,3.9,8.4,2.5,Vocational,Neutral,46,True,PUC,"Economist, Marketing Professional","Diploma in Finance, CA Foundation","Time Management, Coding",Lack of Focus
Female,90.4,"Biology, History",English,"Creativity, Public Speaking","Technology, Reading",Extrovert,Neutral,False,True,High,False,7.5,5.0,3.5,Vocational,PUC,1,True,Diploma,"Scientist, Doctor","Bachelor of Science, MBBS","Communication, Coding",Parental Pressure
Female,78.5,"Physics, Mathematics",Economics,"Critical Thinking, Public Speaking","Writing, Sports",Extrovert,Skill-Based,False,False,Low,False,3.1,5.5,4.8,Academic,PUC,1,True,Diploma,"Writer, Designer","Diploma in Fine Arts, Bachelor of Arts","Technical Skills, Networking",Time Management
Female,62.7,"History, Biology",Mathematics,"Leadership, Teamwork","Sports, Writing",Ambivert,Neutral,False,True,High,True,2.3,2.9,5.0,Academic,Neutral,12,False,Diploma,"Artist, Historian","Bachelor of Arts, Diploma in Fine Arts","Networking, Coding",Parental Pressure
Female,78.0,"Chemistry, English",History,"Creativity, Teamwork","Technology, Reading",Ambivert,Skill-Based,True,False,Medium,True,9.3,5.0,5.8,Vocational,Diploma,2,True,Diploma,"Engineer, Data Analyst","Diploma in Engineering, MBBS","Coding, Creativity",Lack of Focus
Female,74.0,"History, Physics",Economics,"Creativity, Public Speaking","Sports, Music",Introvert,Academic,True,True,Low,True,1.2,6.6,7.0,Neutral,PUC,29,True,PUC,"Historian, Writer","Bachelor of Arts, Diploma in Fine Arts","Networking, Coding",Financial Constraint
Female,75.7,"Chemistry, Physics",Biology,"Leadership, Problem Solving","Art, Technology",Extrovert,Skill-Based,False,True,Medium,True,2.4,5.4,7.4,Academic,Neutral,37,True,Diploma,"Engineer, Data Analyst","Diploma in Engineering, MBBS","Technical Skills, Coding",Financial Constraint
Male,79.8,"Mathematics, Chemistry",English,"Critical Thinking, Teamwork","Reading, Business",Introvert,Skill-Based,True,False,High,False,7.1,7.0,2.7,Neutral,PUC,10,False,Diploma,"Accountant, Marketing Professional","Bachelor of Commerce, Diploma in Finance","Time Management, Communication",Parental Pressure
Male,89.9,"Physics, Economics",Chemistry,"Critical Thinking, Teamwork","Music, Reading",Ambivert,Academic,False,True,Medium,True,1.3,9.8,5.7,Academic,PUC,36,False,PUC,"Accountant, Business Analyst","CA Foundation, Diploma in Finance","Creativity, Communication",Parental Pressure
Female,86.6,"Geography, Mathematics",English,"Problem Solving, Coding","Reading, Music",Extrovert,Skill-Based,False,True,High,False,3.8,9.2,9.4,Academic,Diploma,1,False,Diploma,"Doctor, Scientist","Bachelor of Science, Diploma in Engineering","Communication, Creativity",Financial Constraint
Female,74.8,"English, Biology",Mathematics,"Public Speaking, Teamwork","Writing, Reading",Extrovert,Skill-Based,True,True,High,True,4.8,3.0,1.8,Neutral,Neutral,7,True,Diploma,"Doctor, Data Analyst","Bachelor of Science, MBBS","Coding, Communication",Parental Pressure
Female,70.0,"English, Physics",Geography,"Teamwork, Coding","Music, Writing",Extrovert,Academic,True,False,Low,True,1.9,4.9,3.2,Neutral,Diploma,33,False,Diploma,"Accountant, Marketing Professional","Diploma in Finance, CA Foundation","Technical Skills, Coding",Lack of Focus
Male,75.3,"Mathematics, English",Economics,"Teamwork, Critical Thinking","Business, Sports",Ambivert,Neutral,False,False,High,False,4.5,4.1,3.1,Vocational,Neutral,47,False,PUC,"Accountant, Business Analyst","CA Foundation, Bachelor of Commerce","Time Management, Technical Skills",Financial Constraint
Female,78.7,"Physics, Economics",History,"Creativity, Teamwork","Business, Writing",Introvert,Neutral,False,False,Medium,False,7.7,7.4,2.0,Vocational,PUC,3,False,PUC,"Marketing Professional, Business Analyst","Bachelor of Commerce, CA Foundation","Coding, Creativity",Financial Constraint
Male,61.3,"Biology, Mathematics",English,"Coding, Problem Solving","Reading, Sports",Ambivert,Skill-Based,False,True,Low,True,5.3,1.2,7.8,Academic,Neutral,37,True,Diploma,"Marketing Professional, Business Analyst","Diploma in Finance, CA Foundation","Technical Skills, Communication",Lack of Focus
Female,71.5,"Economics, English",Biology,"Coding, Creativity","Business, Sports",Ambivert,Skill-Based,True,False,Low,False,5.1,7.1,3.4,Vocational,Neutral,34,True,Diploma,"Scientist, Doctor","MBBS, Diploma in Engineering","Coding, Time Management",Time Management
Male,74.6,"Mathematics, English",History,"Critical Thinking, Coding","Music, Sports",Introvert,Skill-Based,True,False,Low,False,6.6,4.7,3.1,Neutral,Neutral,50,True,Diploma,"Writer, Designer","Diploma in Fine Arts, Literature Studies","Creativity, Coding",Time Management
Female,71.1,"Physics, English",Geography,"Teamwork, Public Speaking","Sports, Writing",Ambivert,Neutral,True,True,Low,True,8.7,4.1,1.6,Academic,Diploma,23,True,Diploma,"Designer, Historian","Literature Studies, Diploma in Fine Arts","Communication, Creativity",Parental Pressure
Male,73.3,"Mathematics, Economics",Biology,"Problem Solving, Creativity","Business, Reading",Extrovert,Skill-Based,True,False,Medium,False,8.6,1.8,7.4,Academic,Neutral,33,True,Diploma,"Business Analyst, Accountant","Bachelor of Commerce, Diploma in Finance","Networking, Technical Skills",Lack of Focus
Female,94.7,"Biology, Mathematics",Geography,"Teamwork, Problem Solving","Technology, Business",Extrovert,Neutral,False,True,Low,True,5.2,3.0,3.6,Neutral,PUC,34,True,Diploma,"Designer, Writer","Bachelor of Arts, Literature Studies","Creativity, Technical Skills",Parental Pressure
Female,72.5,"History, Economics",Physics,"Creativity, Critical Thinking","Sports, Writing",Extrovert,Neutral,True,True,Medium,True,1.7,8.8,2.6,Neutral,Neutral,1,False,Diploma,"Accountant, Marketing Professional","CA Foundation, Bachelor of Commerce","Time Management, Creativity",Time Management
Male,84.6,"Mathematics, Biology",Chemistry,"Coding, Critical Thinking","Business, Reading",Extrovert,Skill-Based,False,True,Low,True,1.5,7.2,4.4,Vocational,PUC,1,True,Diploma,"Scientist, Engineer","MBBS, Diploma in Engineering","Communication, Creativity",Time Management
Male,85.8,"Chemistry, Physics",English,"Coding, Teamwork","Writing, Business",Extrovert,Academic,True,False,Low,True,5.0,7.7,7.9,Academic,PUC,30,False,Diploma,"Artist, Designer","Diploma in Fine Arts, Literature Studies","Networking, Communication",Time Management
Female,89.2,"Geography, Mathematics",Chemistry,"Creativity, Critical Thinking","Reading, Sports",Introvert,Academic,True,False,Low,True,2.5,9.2,1.3,Academic,PUC,25,True,Diploma,"Designer, Historian","Diploma in Fine Arts, Bachelor of Arts","Communication, Creativity",Financial Constraint
Female,76.5,"Geography, English",Economics,"Coding, Creativity","Business, Technology",Introvert,Skill-Based,False,False,Medium,False,6.9,9.3,9.3,Vocational,PUC,28,True,Diploma,"Designer, Artist","Bachelor of Arts, Diploma in Fine Arts","Networking, Time Management",Parental Pressure
Female,70.7,"Economics, Biology",Mathematics,"Critical Thinking, Coding","Sports, Writing",Extrovert,Academic,False,False,Low,False,7.8,7.6,8.2,Academic,Diploma,21,False,Diploma,"Doctor, Scientist","MBBS, Diploma in Engineering","Time Management, Technical Skills",Time Management
Female,76.9,"Biology, Geography",Chemistry,"Public Speaking, Teamwork","Reading, Technology",Ambivert,Academic,True,True,High,True,6.4,4.4,8.6,Vocational,Diploma,46,False,PUC,"Data Analyst, Scientist","Bachelor of Science, Diploma in Engineering","Time Management, Communication",Parental Pressure
Female,74.5,"History, Physics",Chemistry,"Teamwork, Public Speaking","Music, Business",Introvert,Neutral,False,True,High,True,7.7,4.8,6.1,Academic,Diploma,39,False,Diploma,"Economist, Accountant","Bachelor of Commerce, Diploma in Finance","Communication, Technical Skills",Time Management
Female,63.8,"Biology, Physics",Mathematics,"Problem Solving, Coding","Technology, Business",Ambivert,Skill-Based,False,False,Low,False,1.5,7.0,7.1,Academic,Diploma,16,True,Diploma,"Doctor, Engineer","MBBS, Diploma in Engineering","Creativity, Technical Skills",Financial Constraint
Female,73.3,"History, Economics",English,"Coding, Leadership","Business, Technology",Extrovert,Skill-Based,False,False,Low,False,7.2,3.1,5.1,Vocational,Neutral,5,True,Diploma,"Marketing Professional, Economist","Diploma in Finance, CA Foundation","Creativity, Networking",Financial Constraint
Female,84.7,"Biology, Geography",Economics,"Critical Thinking, Coding","Music, Writing",Ambivert,Skill-Based,True,True,High,True,6.2,3.5,7.5,Academic,PUC,10,False,Diploma,"Doctor, Scientist","Bachelor of Science, Diploma in Engineering","Networking, Time Management",Parental Pressure
Female,67.8,"English, Mathematics",Geography,"Teamwork, Leadership","Sports, Business",Extrovert,Academic,False,True,Medium,False,6.3,6.0,5.8,Vocational,Diploma,25,True,PUC,"Writer, Artist","Diploma in Fine Arts, Bachelor of Arts","Communication, Creativity",Parental Pressure
Male,84.2,"English, Geography",Economics,"Coding, Critical Thinking","Music, Art",Introvert,Skill-Based,False,True,Low,False,1.1,9.7,5.5,Academic,Diploma,18,True,Diploma,"Accountant, Economist","Diploma in Finance, CA Foundation","Creativity, Communication",Time Management
Female,73.3,"Geography, History",Physics,"Public Speaking, Problem Solving","Technology, Music",Extrovert,Skill-Based,False,False,High,False,2.2,6.1,3.0,Vocational,Neutral,11,True,Diploma,"Engineer, Doctor","MBBS, Diploma in Engineering","Communication, Coding",Lack of Focus
Female,66.8,"Economics, Chemistry",Physics,"Public Speaking, Creativity","Art, Reading",Introvert,Skill-Based,False,True,Low,True,8.1,1.9,1.8,Academic,Diploma,21,False,Diploma,"Marketing Professional, Business Analyst","Bachelor of Commerce, CA Foundation","Time Management, Networking",Lack of Focus
Male,89.1,"Physics, Mathematics",Biology,"Coding, Critical Thinking","Writing, Art",Extrovert,Neutral,False,True,Low,False,8.5,2.6,5.5,Neutral,Neutral,49,True,Diploma,"Artist, Historian","Diploma in Fine Arts, Bachelor of Arts","Time Management, Creativity",Parental Pressure
Male,64.4,"English, Physics",Geography,"Critical Thinking, Problem Solving","Sports, Technology",Introvert,Skill-Based,False,False,Low,False,3.3,7.8,3.0,Academic,Neutral,6,False,Diploma,"Designer, Historian","Bachelor of Arts, Diploma in Fine Arts","Coding, Time Management",Financial Constraint
Male,69.0,"Economics, English",Biology,"Teamwork, Creativity","Art, Writing",Ambivert,Skill-Based,False,False,Low,False,3.8,5.3,2.3,Neutral,PUC,35,False,Diploma,"Business Analyst, Marketing Professional","Diploma in Finance, CA Foundation","Creativity, Coding",Time Management
Male,75.5,"Mathematics, Biology",Geography,"Critical Thinking, Creativity","Sports, Writing",Introvert,Neutral,True,False,Medium,True,3.0,8.7,2.2,Neutral,Neutral,25,False,Diploma,"Economist, Accountant","Bachelor of Commerce, Diploma in Finance","Creativity, Technical Skills",Financial Constraint
Male,82.1,"Geography, English",History,"Public Speaking, Creativity","Technology, Writing",Introvert,Neutral,True,False,Medium,False,6.6,9.0,9.6,Vocational,Neutral,2,True,Diploma,"Designer, Writer","Literature Studies, Diploma in Fine Arts","Time Management, Technical Skills",Lack of Focus
Male,93.6,"Mathematics, Geography",History,"Coding, Public Speaking","Music, Reading",Extrovert,Skill-Based,True,True,Low,True,4.0,1.6,3.0,Academic,PUC,25,True,Diploma,"Business Analyst, Accountant","Diploma in Finance, Bachelor of Commerce","Networking, Creativity",Financial Constraint
Male,63.0,"Biology, Mathematics",Physics,"Teamwork, Creativity","Sports, Business",Introvert,Skill-Based,True,False,High,False,6.4,7.1,3.0,Neutral,Neutral,10,True,Diploma,"Data Analyst, Doctor","MBBS, Bachelor of Science","Coding, Creativity",Time Management
Male,78.2,"English, History",Biology,"Coding, Creativity","Art, Reading",Introvert,Skill-Based,True,False,High,False,6.4,9.5,3.7,Neutral,Neutral,18,False,Diploma,"Accountant, Marketing Professional","CA Foundation, Bachelor of Commerce","Communication, Networking",Parental Pressure
Female,76.0,"English, Geography",Economics,"Creativity, Critical Thinking","Business, Technology",Extrovert,Skill-Based,True,True,High,True,4.2,8.0,6.4,Neutral,Diploma,4,False,Diploma,"Designer, Historian","Bachelor of Arts, Diploma in Fine Arts","Creativity, Time Management",Time Management
Male,87.3,"Chemistry, Physics",English,"Teamwork, Public Speaking","Reading, Technology",Extrovert,Academic,True,True,Low,False,8.9,8.6,5.8,Vocational,Diploma,45,True,PUC,"Historian, Writer","Diploma in Fine Arts, Bachelor of Arts","Creativity, Technical Skills",Lack of Focus
Female,76.8,"Chemistry, Biology",English,"Public Speaking, Teamwork","Technology, Writing",Ambivert,Skill-Based,False,False,High,False,3.0,7.8,5.3,Neutral,PUC,6,False,Diploma,"Economist, Accountant","Bachelor of Commerce, Diploma in Finance","Technical Skills, Time Management",Time Management
Female,81.3,"English, Physics",Mathematics,"Creativity, Public Speaking","Art, Technology",Ambivert,Skill-Based,False,True,Low,True,1.6,7.0,6.6,Vocational,Diploma,50,True,Diploma,"Designer, Writer","Literature Studies, Bachelor of Arts","Communication, Time Management",Time Management
Male,91.1,"English, Mathematics",Geography,"Leadership, Coding","Art, Music",Extrovert,Academic,False,False,High,True,5.1,8.0,4.6,Vocational,PUC,3,True,Diploma,"Economist, Accountant","CA Foundation, Bachelor of Commerce","Coding, Networking",Financial Constraint
Male,93.0,"History, Mathematics",Chemistry,"Teamwork, Creativity","Technology, Sports",Extrovert,Neutral,False,True,Medium,True,8.8,6.0,6.7,Neutral,Neutral,18,False,PUC,"Marketing Professional, Accountant","Bachelor of Commerce, CA Foundation","Technical Skills, Time Management",Time Management
Female,81.1,"Physics, English",Economics,"Teamwork, Coding","Writing, Sports",Ambivert,Neutral,True,False,High,False,4.9,7.6,5.8,Vocational,Diploma,16,False,Diploma,"Historian, Designer","Bachelor of Arts, Diploma in Fine Arts","Technical Skills, Time Management",Time Management
Female,86.8,"History, Physics",Chemistry,"Teamwork, Public Speaking","Business, Music",Ambivert,Academic,True,False,High,True,3.4,6.9,5.2,Academic,Diploma,18,True,Diploma,"Doctor, Engineer","MBBS, Bachelor of Science","Time Management, Creativity",Time Management
Male,63.2,"English, Economics",Mathematics,"Creativity, Problem Solving","Music, Sports",Ambivert,Neutral,False,True,Medium,False,3.9,5.3,4.7,Academic,Diploma,35,True,PUC,"Artist, Writer","Diploma in Fine Arts, Bachelor of Arts","Networking, Coding",Financial Constraint
Female,81.3,"Physics, Chemistry",Economics,"Critical Thinking, Creativity","Business, Writing",Ambivert,Skill-Based,False,False,High,True,2.6,5.8,6.6,Neutral,PUC,42,True,Diploma,"Economist, Accountant","Bachelor of Commerce, CA Foundation","Communication, Creativity",Time Management
Female,71.9,"English, Physics",History,"Problem Solving, Leadership","Art, Sports",Extrovert,Academic,False,False,High,True,3.9,8.6,8.9,Academic,Diploma,41,False,Diploma,"Writer, Artist","Literature Studies, Bachelor of Arts","Creativity, Technical Skills",Financial Constraint
Female,91.3,"Geography, Physics",Economics,"Leadership, Coding","Writing, Business",Ambivert,Academic,False,False,High,True,8.1,5.7,2.4,Neutral,Neutral,15,False,PUC,"Engineer, Doctor","Bachelor of Science, Diploma in Engineering","Networking, Technical Skills",Lack of Focus
Female,72.9,"English, History",Physics,"Coding, Creativity","Reading, Business",Extrovert,Skill-Based,True,True,Medium,False,2.1,5.6,6.2,Vocational,PUC,45,True,Diploma,"Accountant, Economist","CA Foundation, Bachelor of Commerce","Time Management, Coding",Financial Constraint
Male,60.5,"Biology, Mathematics",History,"Creativity, Critical Thinking","Music, Writing",Introvert,Neutral,True,True,Medium,False,8.2,3.0,2.7,Academic,Neutral,41,False,Diploma,"Historian, Artist","Literature Studies, Diploma in Fine Arts","Coding, Communication",Time Management
Male,80.3,"Geography, Chemistry",History,"Teamwork, Critical Thinking","Reading, Writing",Introvert,Skill-Based,False,True,Medium,True,4.1,8.1,5.5,Neutral,Diploma,29,False,Diploma,"Designer, Historian","Diploma in Fine Arts, Bachelor of Arts","Communication, Creativity",Parental Pressure
Male,80.2,"Geography, Chemistry",Mathematics,"Problem Solving, Coding","Writing, Sports",Introvert,Skill-Based,False,True,Medium,True,6.8,9.4,7.5,Academic,Diploma,19,True,Diploma,"Economist, Accountant","Bachelor of Commerce, Diploma in Finance","Communication, Creativity",Financial Constraint
Male,76.3,"Economics, History",Chemistry,"Teamwork, Problem Solving","Music, Writing",Extrovert,Neutral,False,True,Low,True,7.1,1.2,5.9,Vocational,Diploma,39,False,PUC,"Doctor, Scientist","Diploma in Engineering, Bachelor of Science","Time Management, Creativity",Time Management
Female,72.6,"Chemistry, Physics",Geography,"Creativity, Problem Solving","Art, Music",Ambivert,Academic,True,False,Low,True,9.2,5.8,3.5,Vocational,Neutral,14,False,Diploma,"Designer, Artist","Literature Studies, Diploma in Fine Arts","Technical Skills, Communication",Parental Pressure
Male,66.4,"History, Geography",English,"Leadership, Coding","Art, Writing",Introvert,Academic,True,False,Low,False,6.9,8.7,9.6,Vocational,PUC,49,False,Diploma,"Business Analyst, Economist","Bachelor of Commerce, CA Foundation","Coding, Technical Skills",Parental Pressure
Male,77.6,"Mathematics, History",Chemistry,"Teamwork, Critical Thinking","Writing, Music",Introvert,Neutral,False,False,Low,False,4.9,4.7,9.3,Neutral,PUC,44,True,Diploma,"Designer, Historian","Diploma in Fine Arts, Literature Studies","Time Management, Networking",Parental Pressure
Male,73.4,"History, Biology",English,"Public Speaking, Problem Solving","Business, Technology",Introvert,Skill-Based,True,False,Low,False,2.4,7.6,8.7,Vocational,PUC,37,False,Diploma,"Writer, Artist","Literature Studies, Diploma in Fine Arts","Networking, Creativity",Lack of Focus
Male,65.8,"History, Chemistry",Biology,"Leadership, Coding","Technology, Reading",Introvert,Academic,False,False,Low,True,3.7,5.9,8.9,Neutral,Diploma,30,True,PUC,"Historian, Designer","Diploma in Fine Arts, Literature Studies","Time Management, Coding",Time Management
Female,88.7,"Economics, Biology",Chemistry,"Critical Thinking, Creativity","Sports, Business",Ambivert,Skill-Based,True,False,Low,True,6.1,2.8,6.8,Vocational,Diploma,14,False,Diploma,"Historian, Writer","Literature Studies, Bachelor of Arts","Technical Skills, Networking",Time Management
Male,75.1,"Biology, English",History,"Problem Solving, Teamwork","Technology, Sports",Extrovert,Neutral,False,False,Medium,False,6.7,7.7,5.5,Academic,Neutral,13,False,Diploma,"Scientist, Engineer","Diploma in Engineering, MBBS","Time Management, Creativity",Financial Constraint
Female,88.1,"Mathematics, Biology",Economics,"Critical Thinking, Problem Solving","Technology, Writing",Extrovert,Skill-Based,False,False,Low,False,8.8,3.3,5.3,Neutral,Neutral,44,False,Diploma,"Doctor, Engineer","Bachelor of Science, Diploma in Engineering","Coding, Communication",Time Management
Male,67.8,"History, Geography",Chemistry,"Public Speaking, Leadership","Music, Business",Introvert,Neutral,True,True,Low,True,8.1,9.5,1.2,Vocational,Diploma,11,False,Diploma,"Doctor, Engineer","Diploma in Engineering, MBBS","Communication, Technical Skills",Time Management
Female,84.9,"English, Physics",Economics,"Problem Solving, Teamwork","Business, Technology",Extrovert,Academic,False,True,High,True,7.8,5.1,6.5,Academic,Neutral,47,False,PUC,"Marketing Professional, Accountant","CA Foundation, Bachelor of Commerce","Communication, Time Management",Time Management
Female,67.2,"English, History",Chemistry,"Coding, Critical Thinking","Reading, Technology",Extrovert,Neutral,False,True,Low,False,8.7,7.0,3.5,Vocational,Diploma,3,True,Diploma,"Economist, Business Analyst","Bachelor of Commerce, Diploma in Finance","Time Management, Communication",Lack of Focus
Male,84.8,"Physics, Economics",Chemistry,"Public Speaking, Creativity","Business, Art",Introvert,Neutral,False,False,Low,True,2.1,3.2,3.9,Academic,Diploma,29,False,Diploma,"Data Analyst, Scientist","MBBS, Bachelor of Science","Time Management, Communication",Lack of Focus
Female,87.6,"Physics, History",Geography,"Leadership, Coding","Art, Business",Introvert,Skill-Based,True,True,High,False,4.5,8.7,8.5,Academic,Neutral,27,True,Diploma,"Doctor, Engineer","MBBS, Bachelor of Science","Technical Skills, Creativity",Time Management
Male,93.0,"Chemistry, Economics",Mathematics,"Public Speaking, Creativity","Writing, Sports",Extrovert,Skill-Based,False,True,Low,False,2.4,7.0,3.9,Vocational,PUC,21,False,Diploma,"Doctor, Engineer","Bachelor of Science, MBBS","Technical Skills, Time Management",Time Management
Female,61.9,"English, Geography",Physics,"Creativity, Leadership","Writing, Business",Introvert,Neutral,False,True,High,True,9.6,7.9,5.9,Academic,Neutral,42,False,PUC,"Doctor, Scientist","Diploma in Engineering, Bachelor of Science","Time Management, Communication",Lack of Focus
Female,65.4,"English, Biology",Economics,"Public Speaking, Problem Solving","Writing, Art",Introvert,Academic,False,False,Low,True,1.5,5.8,5.6,Neutral,PUC,24,False,Diploma,"Business Analyst, Economist","CA Foundation, Bachelor of Commerce","Communication, Networking",Time Management
